id;slug;name;short_name;country;primary_color;secondary_color;source_ref;source_slug;source_name;source_primary_color;source_secondary_color;source;translated
01KNDAWE7SH21WR141C5W5DR4B;brasileirao-serie-a;Brasileirão Betano;Brasileirão Betano;01KNDAWE6ZYSSJRVV5EMGMPBWY;#C7FF00;#969696;325;brasileirao-serie-a;Brasileirão Betano;#C7FF00;#969696;sofascore;false
