id;slug;name;short_name;country;source_ref;source;edited
01KNDAWE7SFJCKNXARQV2K5T20;bruno-arleu-de-araujo;Bruno Arleu de Araujo;Bruno Arleu de Araujo;01KNDAWE6ZYSSJRVV5EMGMPBWY;785273;sofascore;false
