id;tournament;season;round;stadium;referee;home_team;home_manager;home_formation;home_score_period_1;home_score_period_2;home_score_normaltime;home_score_extra_1;home_score_extra_2;home_score_overtime;home_score_penalties;away_team;away_manager;away_formation;away_score_period_1;away_score_period_2;away_score_normaltime;away_score_extra_1;away_score_extra_2;away_score_overtime;away_score_penalties;start_time;period_start_time;injury_time_1;injury_time_2;injury_time_3;injury_time_4;source_ref;source;first_scraped_at;last_scraped_at;created_at;updated_at
01KNDAWE7SW0N3R8XB5XB1FHDT;01KNDAWE7SH21WR141C5W5DR4B;01KNDAWE7SSXEN8PJ47105M4MD;1;01KNDAWE7PV39HSDT0XY03H3SH;01KNDAWE7SFJCKNXARQV2K5T20;01KNDAWE7Q90VXC95PE58762VS;01KNDAWE7Q6XM1PKWNYFAYJFRM;4-2-3-1;1;1;2;;;;;01KNDAWE7QAGKJY7409MEKWKJC;01KNDAWE7Q5FP8AXBGSMJT9W3K;4-2-3-1;1;1;2;;;;;1769637600;1769641587;1;6;;;15237889;sofascore;2026-04-04T22:47:40.537Z;2026-04-04T22:47:40.537Z;2026-04-04T22:47:40.537Z;2026-04-04T22:47:40.537Z
