id;slug;name;code3;short_name;complete_name;stadium;foundation;primary_color;secondary_color;text_color;source_ref;source;first_scraped_at;last_scraped_at;created_at;updated_at
01KNDCN5B9TKHQG7F6JJS9H3R8;barcelona;Barcelona;BAR;Barcelona;Barcelona;;;#154284;#9d1009;#9d1009;2817;sofascore;2026-04-04T23:18:39.209Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.209Z;2026-04-04T23:18:39.209Z
01KNDCN5B9W45PNPH1H2SVJXEG;real-betis;Real Betis;BET;Real Betis;Real Betis;;;#ffffff;#006633;#006633;2816;sofascore;2026-04-04T23:18:39.209Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.209Z;2026-04-04T23:18:39.209Z
01KNDCN5B9YB6M0G8FA5P9MN6D;internacional;Internacional;INT;Internacional;Internacional;;;#cc0000;#cc0000;#cc0000;1966;sofascore;2026-04-04T23:18:39.209Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.209Z;2026-04-04T23:18:39.209Z
01KNDCN5BA0977DY16Y0GGZTGR;san-lorenzo;San Lorenzo;SLO;San Lorenzo;San Lorenzo;;;#ff0000;#000033;#000033;3201;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BA0GZGBVT5EEPH93FJ;palmeiras-u17;Palmeiras U17;PAL;Palmeiras U17;Palmeiras U17;;;#374df5;#374df5;#ffffff;481344;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BA0X7FR4GVF06R93YA;fc-midtjylland;FC Midtjylland;FCM;Midtjylland;FC Midtjylland;;;#000000;#cc0000;#cc0000;1289;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BA4EP7X7R2GPG7V8D5;nacional;Nacional;NAC;Nacional;Nacional;;;#ffffff;#0033ff;#0033ff;3230;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z
01KNDCN5BA5H13XMQK31G4AGJN;apoel-nicosia;APOEL Nicosia;APO;APOEL;APOEL Nicosia;;;#f5c00a;#003399;#003399;3398;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BAD1WRVCTAXDNKRYQ4;club-america;Club América;AME;América;Club América;;;#ffff99;#000000;#000000;1939;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BAFJ4DN24XQP0F1Y2M;rangers;Rangers;RAN;Rangers;Rangers;;;#0033a0;#ff0000;#ff0000;2351;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BAQT1W4EKKS5F2HED4;argentina-u20;Argentina U20;ARG;Argentina U20;Argentina U20;;;#66ccff;#ffffff;#ffffff;22666;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BAQWT3NCCG1KT636B3;goias-u20;Goiás U20;GUU;Goiás U20;Goiás U20;;;#006633;#ffffff;#ffffff;212060;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BAT793681F1V4F031M;fluminense-u20;Fluminense U20;FLU;Fluminense U20;Fluminense U20;;;#660000;#006633;#006633;199294;sofascore;2026-04-04T23:18:39.210Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.210Z;2026-04-04T23:18:39.210Z
01KNDCN5BB0MD75QK0XW8W5PDD;nantes;Nantes;FCN;Nantes;Nantes;;;#ffdc12;#00a94e;#00a94e;1647;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BB2YTN8F5NZVWHB57P;bayer-04-leverkusen;Bayer 04 Leverkusen;B04;Leverkusen;Bayer 04 Leverkusen;;;#000000;#ff2222;#ff2222;2681;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BB83HGFG93XTD6RS2J;west-ham-united;West Ham United;WHU;West Ham;West Ham United;;;#66192c;#59b3e4;#59b3e4;37;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BBR6WE0HXZ7XWXD8RG;udinese;Udinese;UDI;Udinese;Udinese;;;#ffffff;#000000;#000000;2695;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BBVP5Q9SA1GRDE4ZM2;vitoria-sc;Vitória SC;VIT;Vitória;Vitória SC;;;#ffffff;#000000;#000000;3009;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BBX7TDSVZ20C3MM0CA;fc-porto;FC Porto;FCP;Porto;FC Porto;;;#194f93;#ffffff;#ffffff;3002;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BBXVSK17T0FNB9BTDX;estoril-praia;Estoril Praia;EST;Estoril;Estoril Praia;;;#ffff00;#0000ff;#0000ff;4500;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
01KNDCN5BBZ0972R3D48Q8RT79;vasco-da-gama;Vasco da Gama;VAS;Vasco;Vasco da Gama;;;#ffffff;#000000;#000000;1974;sofascore;2026-04-04T23:18:39.211Z;2026-04-04T23:29:00.463Z;2026-04-04T23:18:39.211Z;2026-04-04T23:18:39.211Z
