id;slug;name;short_name;year;tournament;source_id;source_name;source_year;source;translated
01KNCJNCKCKAR7R3ADC7RDCN2S;brasileiro-serie-a-2026;Brasileiro Serie A 2026;Brasileiro Serie A 2026;2026;01KNCJNCKCBAFS2QVBH6MN71J9;87678;Brasileiro Serie A 2026;2026;sofascore;false
